algorithm,crypto_family,file_size,key_size,label_group,mode,original_file_id,original_type,path,sample_id,split,tool
Hybrid_ChaCha20_RSA,hybrid_encryption_like,402704,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0054-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000966.enc,000966,train,pycryptodome
none,not_encrypted,3526144,0,not_encrypted,,0054-exe,exe,data/generated\not_encrypted\000967.enc,000967,test,pycryptodome
gzip,compressed_only,1258757,0,compressed_only,,0054-exe,exe,data/generated\compressed_only\000968.enc,000968,test,pycryptodome
Blowfish,block_padded_mode_like,3526172,256,Blowfish_like,CBC,0054-exe,exe,data/generated\Blowfish_like\000969.enc,000969,test,pycryptodome
RC4,stream_or_counter_mode_like,3526144,256,RC4_like,STREAM,0054-exe,exe,data/generated\RC4_like\000970.enc,000970,test,pycryptodome
XOR,weak_obfuscation_like,3526144,128,XOR_like,REPEATING_KEY,0054-exe,exe,data/generated\XOR_like\000971.enc,000971,test,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,3526420,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0054-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000972.enc,000972,test,pycryptodome
none,not_encrypted,234,0,not_encrypted,,0055-csv,csv,data/generated\not_encrypted\000973.enc,000973,train,pycryptodome
gzip,compressed_only,157,0,compressed_only,,0055-csv,csv,data/generated\compressed_only\000974.enc,000974,train,pycryptodome
DES,block_padded_mode_like,252,56,DES_like,CBC,0055-csv,csv,data/generated\DES_like\000975.enc,000975,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,250,256,ChaCha20_Salsa20_like,,0055-csv,csv,data/generated\ChaCha20_Salsa20_like\000976.enc,000976,train,pycryptodome
XOR,weak_obfuscation_like,234,128,XOR_like,REPEATING_KEY,0055-csv,csv,data/generated\XOR_like\000977.enc,000977,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,516,256,hybrid_AES_RSA_like,CBC+OAEP,0055-csv,csv,data/generated\hybrid_AES_RSA_like\000978.enc,000978,train,pycryptodome
none,not_encrypted,410624,0,not_encrypted,,0055-doc,doc,data/generated\not_encrypted\000979.enc,000979,test,pycryptodome
gzip,compressed_only,50484,0,compressed_only,,0055-doc,doc,data/generated\compressed_only\000980.enc,000980,test,pycryptodome
RC2,block_padded_mode_like,410644,128,RC2_like,CBC,0055-doc,doc,data/generated\RC2_like\000981.enc,000981,test,pycryptodome
Salsa20,stream_or_counter_mode_like,410644,256,ChaCha20_Salsa20_like,,0055-doc,doc,data/generated\ChaCha20_Salsa20_like\000982.enc,000982,test,pycryptodome
XOR,weak_obfuscation_like,410624,128,XOR_like,REPEATING_KEY,0055-doc,doc,data/generated\XOR_like\000983.enc,000983,test,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,410896,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0055-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000984.enc,000984,test,pycryptodome
none,not_encrypted,63488,0,not_encrypted,,0055-exe,exe,data/generated\not_encrypted\000985.enc,000985,val,pycryptodome
gzip,compressed_only,32987,0,compressed_only,,0055-exe,exe,data/generated\compressed_only\000986.enc,000986,val,pycryptodome
CAST5,block_padded_mode_like,63516,128,CAST5_like,CBC,0055-exe,exe,data/generated\CAST5_like\000987.enc,000987,val,pycryptodome
RC4,stream_or_counter_mode_like,63488,256,RC4_like,STREAM,0055-exe,exe,data/generated\RC4_like\000988.enc,000988,val,pycryptodome
XOR,weak_obfuscation_like,63488,128,XOR_like,REPEATING_KEY,0055-exe,exe,data/generated\XOR_like\000989.enc,000989,val,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,63764,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0055-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000990.enc,000990,val,pycryptodome
none,not_encrypted,12161,0,not_encrypted,,0056-csv,csv,data/generated\not_encrypted\000991.enc,000991,train,pycryptodome
gzip,compressed_only,3069,0,compressed_only,,0056-csv,csv,data/generated\compressed_only\000992.enc,000992,train,pycryptodome
AES,block_padded_mode_like,12196,256,AES_like,CBC,0056-csv,csv,data/generated\AES_like\000993.enc,000993,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,12177,256,ChaCha20_Salsa20_like,,0056-csv,csv,data/generated\ChaCha20_Salsa20_like\000994.enc,000994,train,pycryptodome
XOR,weak_obfuscation_like,12161,128,XOR_like,REPEATING_KEY,0056-csv,csv,data/generated\XOR_like\000995.enc,000995,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,12452,256,hybrid_AES_RSA_like,CBC+OAEP,0056-csv,csv,data/generated\hybrid_AES_RSA_like\000996.enc,000996,train,pycryptodome
none,not_encrypted,64512,0,not_encrypted,,0056-doc,doc,data/generated\not_encrypted\000997.enc,000997,train,pycryptodome
gzip,compressed_only,32871,0,compressed_only,,0056-doc,doc,data/generated\compressed_only\000998.enc,000998,train,pycryptodome
AES,block_padded_mode_like,64528,256,AES_like,ECB,0056-doc,doc,data/generated\AES_like\000999.enc,000999,train,pycryptodome
Salsa20,stream_or_counter_mode_like,64532,256,ChaCha20_Salsa20_like,,0056-doc,doc,data/generated\ChaCha20_Salsa20_like\001000.enc,001000,train,pycryptodome
XOR,weak_obfuscation_like,64512,128,XOR_like,REPEATING_KEY,0056-doc,doc,data/generated\XOR_like\001001.enc,001001,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,64784,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0056-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\001002.enc,001002,train,pycryptodome
none,not_encrypted,895488,0,not_encrypted,,0056-exe,exe,data/generated\not_encrypted\001003.enc,001003,val,pycryptodome
gzip,compressed_only,366530,0,compressed_only,,0056-exe,exe,data/generated\compressed_only\001004.enc,001004,val,pycryptodome
AES,block_padded_mode_like,895500,256,AES_like,CTR,0056-exe,exe,data/generated\AES_like\001005.enc,001005,val,pycryptodome
RC4,stream_or_counter_mode_like,895488,256,RC4_like,STREAM,0056-exe,exe,data/generated\RC4_like\001006.enc,001006,val,pycryptodome
XOR,weak_obfuscation_like,895488,128,XOR_like,REPEATING_KEY,0056-exe,exe,data/generated\XOR_like\001007.enc,001007,val,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,895764,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0056-exe,exe,data/generated\hybrid_Salsa20_RSA_like\001008.enc,001008,val,pycryptodome
none,not_encrypted,436,0,not_encrypted,,0057-csv,csv,data/generated\not_encrypted\001009.enc,001009,train,pycryptodome
gzip,compressed_only,269,0,compressed_only,,0057-csv,csv,data/generated\compressed_only\001010.enc,001010,train,pycryptodome
AES,block_padded_mode_like,464,256,AES_like,CFB,0057-csv,csv,data/generated\AES_like\001011.enc,001011,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,452,256,ChaCha20_Salsa20_like,,0057-csv,csv,data/generated\ChaCha20_Salsa20_like\001012.enc,001012,train,pycryptodome
XOR,weak_obfuscation_like,436,128,XOR_like,REPEATING_KEY,0057-csv,csv,data/generated\XOR_like\001013.enc,001013,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,724,256,hybrid_AES_RSA_like,CBC+OAEP,0057-csv,csv,data/generated\hybrid_AES_RSA_like\001014.enc,001014,train,pycryptodome
none,not_encrypted,50176,0,not_encrypted,,0057-doc,doc,data/generated\not_encrypted\001015.enc,001015,train,pycryptodome
gzip,compressed_only,13035,0,compressed_only,,0057-doc,doc,data/generated\compressed_only\001016.enc,001016,train,pycryptodome
AES,block_padded_mode_like,50196,256,AES_like,OFB,0057-doc,doc,data/generated\AES_like\001017.enc,001017,train,pycryptodome
Salsa20,stream_or_counter_mode_like,50196,256,ChaCha20_Salsa20_like,,0057-doc,doc,data/generated\ChaCha20_Salsa20_like\001018.enc,001018,train,pycryptodome
XOR,weak_obfuscation_like,50176,128,XOR_like,REPEATING_KEY,0057-doc,doc,data/generated\XOR_like\001019.enc,001019,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,50448,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0057-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\001020.enc,001020,train,pycryptodome
none,not_encrypted,891904,0,not_encrypted,,0057-exe,exe,data/generated\not_encrypted\001021.enc,001021,train,pycryptodome
gzip,compressed_only,364757,0,compressed_only,,0057-exe,exe,data/generated\compressed_only\001022.enc,001022,train,pycryptodome
AES,block_padded_mode_like,891940,256,AES_like,GCM,0057-exe,exe,data/generated\AES_like\001023.enc,001023,train,pycryptodome
RC4,stream_or_counter_mode_like,891904,256,RC4_like,STREAM,0057-exe,exe,data/generated\RC4_like\001024.enc,001024,train,pycryptodome
XOR,weak_obfuscation_like,891904,128,XOR_like,REPEATING_KEY,0057-exe,exe,data/generated\XOR_like\001025.enc,001025,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,892180,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0057-exe,exe,data/generated\hybrid_Salsa20_RSA_like\001026.enc,001026,train,pycryptodome
none,not_encrypted,1494,0,not_encrypted,,0058-csv,csv,data/generated\not_encrypted\001027.enc,001027,train,pycryptodome
gzip,compressed_only,629,0,compressed_only,,0058-csv,csv,data/generated\compressed_only\001028.enc,001028,train,pycryptodome
3DES,block_padded_mode_like,1508,192,3DES_like,CBC,0058-csv,csv,data/generated\3DES_like\001029.enc,001029,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,1510,256,ChaCha20_Salsa20_like,,0058-csv,csv,data/generated\ChaCha20_Salsa20_like\001030.enc,001030,train,pycryptodome
XOR,weak_obfuscation_like,1494,128,XOR_like,REPEATING_KEY,0058-csv,csv,data/generated\XOR_like\001031.enc,001031,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,1780,256,hybrid_AES_RSA_like,CBC+OAEP,0058-csv,csv,data/generated\hybrid_AES_RSA_like\001032.enc,001032,train,pycryptodome
none,not_encrypted,815616,0,not_encrypted,,0058-doc,doc,data/generated\not_encrypted\001033.enc,001033,train,pycryptodome
gzip,compressed_only,789309,0,compressed_only,,0058-doc,doc,data/generated\compressed_only\001034.enc,001034,train,pycryptodome
Blowfish,block_padded_mode_like,815644,256,Blowfish_like,CBC,0058-doc,doc,data/generated\Blowfish_like\001035.enc,001035,train,pycryptodome
Salsa20,stream_or_counter_mode_like,815636,256,ChaCha20_Salsa20_like,,0058-doc,doc,data/generated\ChaCha20_Salsa20_like\001036.enc,001036,train,pycryptodome
XOR,weak_obfuscation_like,815616,128,XOR_like,REPEATING_KEY,0058-doc,doc,data/generated\XOR_like\001037.enc,001037,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,815888,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0058-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\001038.enc,001038,train,pycryptodome
none,not_encrypted,59392,0,not_encrypted,,0058-exe,exe,data/generated\not_encrypted\001039.enc,001039,train,pycryptodome
gzip,compressed_only,31421,0,compressed_only,,0058-exe,exe,data/generated\compressed_only\001040.enc,001040,train,pycryptodome
DES,block_padded_mode_like,59412,56,DES_like,CBC,0058-exe,exe,data/generated\DES_like\001041.enc,001041,train,pycryptodome
RC4,stream_or_counter_mode_like,59392,256,RC4_like,STREAM,0058-exe,exe,data/generated\RC4_like\001042.enc,001042,train,pycryptodome
XOR,weak_obfuscation_like,59392,128,XOR_like,REPEATING_KEY,0058-exe,exe,data/generated\XOR_like\001043.enc,001043,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,59668,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0058-exe,exe,data/generated\hybrid_Salsa20_RSA_like\001044.enc,001044,train,pycryptodome
none,not_encrypted,148,0,not_encrypted,,0059-csv,csv,data/generated\not_encrypted\001045.enc,001045,train,pycryptodome
gzip,compressed_only,156,0,compressed_only,,0059-csv,csv,data/generated\compressed_only\001046.enc,001046,train,pycryptodome
RC2,block_padded_mode_like,164,128,RC2_like,CBC,0059-csv,csv,data/generated\RC2_like\001047.enc,001047,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,164,256,ChaCha20_Salsa20_like,,0059-csv,csv,data/generated\ChaCha20_Salsa20_like\001048.enc,001048,train,pycryptodome
XOR,weak_obfuscation_like,148,128,XOR_like,REPEATING_KEY,0059-csv,csv,data/generated\XOR_like\001049.enc,001049,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,436,256,hybrid_AES_RSA_like,CBC+OAEP,0059-csv,csv,data/generated\hybrid_AES_RSA_like\001050.enc,001050,train,pycryptodome
none,not_encrypted,216064,0,not_encrypted,,0059-doc,doc,data/generated\not_encrypted\001051.enc,001051,test,pycryptodome
gzip,compressed_only,89794,0,compressed_only,,0059-doc,doc,data/generated\compressed_only\001052.enc,001052,test,pycryptodome
CAST5,block_padded_mode_like,216092,128,CAST5_like,CBC,0059-doc,doc,data/generated\CAST5_like\001053.enc,001053,test,pycryptodome
Salsa20,stream_or_counter_mode_like,216084,256,ChaCha20_Salsa20_like,,0059-doc,doc,data/generated\ChaCha20_Salsa20_like\001054.enc,001054,test,pycryptodome
XOR,weak_obfuscation_like,216064,128,XOR_like,REPEATING_KEY,0059-doc,doc,data/generated\XOR_like\001055.enc,001055,test,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,216336,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0059-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\001056.enc,001056,test,pycryptodome
none,not_encrypted,58880,0,not_encrypted,,0059-exe,exe,data/generated\not_encrypted\001057.enc,001057,train,pycryptodome
gzip,compressed_only,31392,0,compressed_only,,0059-exe,exe,data/generated\compressed_only\001058.enc,001058,train,pycryptodome
AES,block_padded_mode_like,58916,256,AES_like,CBC,0059-exe,exe,data/generated\AES_like\001059.enc,001059,train,pycryptodome
RC4,stream_or_counter_mode_like,58880,256,RC4_like,STREAM,0059-exe,exe,data/generated\RC4_like\001060.enc,001060,train,pycryptodome
XOR,weak_obfuscation_like,58880,128,XOR_like,REPEATING_KEY,0059-exe,exe,data/generated\XOR_like\001061.enc,001061,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,59156,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0059-exe,exe,data/generated\hybrid_Salsa20_RSA_like\001062.enc,001062,train,pycryptodome
none,not_encrypted,3867,0,not_encrypted,,0060-csv,csv,data/generated\not_encrypted\001063.enc,001063,train,pycryptodome
gzip,compressed_only,1140,0,compressed_only,,0060-csv,csv,data/generated\compressed_only\001064.enc,001064,train,pycryptodome
AES,block_padded_mode_like,3872,256,AES_like,ECB,0060-csv,csv,data/generated\AES_like\001065.enc,001065,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,3883,256,ChaCha20_Salsa20_like,,0060-csv,csv,data/generated\ChaCha20_Salsa20_like\001066.enc,001066,train,pycryptodome
XOR,weak_obfuscation_like,3867,128,XOR_like,REPEATING_KEY,0060-csv,csv,data/generated\XOR_like\001067.enc,001067,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,4148,256,hybrid_AES_RSA_like,CBC+OAEP,0060-csv,csv,data/generated\hybrid_AES_RSA_like\001068.enc,001068,train,pycryptodome
none,not_encrypted,147968,0,not_encrypted,,0060-doc,doc,data/generated\not_encrypted\001069.enc,001069,test,pycryptodome
gzip,compressed_only,28375,0,compressed_only,,0060-doc,doc,data/generated\compressed_only\001070.enc,001070,test,pycryptodome
AES,block_padded_mode_like,147980,256,AES_like,CTR,0060-doc,doc,data/generated\AES_like\001071.enc,001071,test,pycryptodome
Salsa20,stream_or_counter_mode_like,147988,256,ChaCha20_Salsa20_like,,0060-doc,doc,data/generated\ChaCha20_Salsa20_like\001072.enc,001072,test,pycryptodome
XOR,weak_obfuscation_like,147968,128,XOR_like,REPEATING_KEY,0060-doc,doc,data/generated\XOR_like\001073.enc,001073,test,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,148240,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0060-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\001074.enc,001074,test,pycryptodome
none,not_encrypted,58880,0,not_encrypted,,0060-exe,exe,data/generated\not_encrypted\001075.enc,001075,train,pycryptodome
gzip,compressed_only,31390,0,compressed_only,,0060-exe,exe,data/generated\compressed_only\001076.enc,001076,train,pycryptodome
AES,block_padded_mode_like,58908,256,AES_like,CFB,0060-exe,exe,data/generated\AES_like\001077.enc,001077,train,pycryptodome
RC4,stream_or_counter_mode_like,58880,256,RC4_like,STREAM,0060-exe,exe,data/generated\RC4_like\001078.enc,001078,train,pycryptodome
XOR,weak_obfuscation_like,58880,128,XOR_like,REPEATING_KEY,0060-exe,exe,data/generated\XOR_like\001079.enc,001079,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,59156,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0060-exe,exe,data/generated\hybrid_Salsa20_RSA_like\001080.enc,001080,train,pycryptodome
none,not_encrypted,2553,0,not_encrypted,,0061-csv,csv,data/generated\not_encrypted\001081.enc,001081,train,pycryptodome
gzip,compressed_only,901,0,compressed_only,,0061-csv,csv,data/generated\compressed_only\001082.enc,001082,train,pycryptodome
AES,block_padded_mode_like,2573,256,AES_like,OFB,0061-csv,csv,data/generated\AES_like\001083.enc,001083,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,2569,256,ChaCha20_Salsa20_like,,0061-csv,csv,data/generated\ChaCha20_Salsa20_like\001084.enc,001084,train,pycryptodome
XOR,weak_obfuscation_like,2553,128,XOR_like,REPEATING_KEY,0061-csv,csv,data/generated\XOR_like\001085.enc,001085,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,2836,256,hybrid_AES_RSA_like,CBC+OAEP,0061-csv,csv,data/generated\hybrid_AES_RSA_like\001086.enc,001086,train,pycryptodome
none,not_encrypted,163328,0,not_encrypted,,0061-doc,doc,data/generated\not_encrypted\001087.enc,001087,train,pycryptodome
gzip,compressed_only,67406,0,compressed_only,,0061-doc,doc,data/generated\compressed_only\001088.enc,001088,train,pycryptodome
AES,block_padded_mode_like,163364,256,AES_like,GCM,0061-doc,doc,data/generated\AES_like\001089.enc,001089,train,pycryptodome
Salsa20,stream_or_counter_mode_like,163348,256,ChaCha20_Salsa20_like,,0061-doc,doc,data/generated\ChaCha20_Salsa20_like\001090.enc,001090,train,pycryptodome
XOR,weak_obfuscation_like,163328,128,XOR_like,REPEATING_KEY,0061-doc,doc,data/generated\XOR_like\001091.enc,001091,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,163600,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0061-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\001092.enc,001092,train,pycryptodome
none,not_encrypted,590848,0,not_encrypted,,0061-exe,exe,data/generated\not_encrypted\001093.enc,001093,train,pycryptodome
gzip,compressed_only,263711,0,compressed_only,,0061-exe,exe,data/generated\compressed_only\001094.enc,001094,train,pycryptodome
3DES,block_padded_mode_like,590868,192,3DES_like,CBC,0061-exe,exe,data/generated\3DES_like\001095.enc,001095,train,pycryptodome
RC4,stream_or_counter_mode_like,590848,256,RC4_like,STREAM,0061-exe,exe,data/generated\RC4_like\001096.enc,001096,train,pycryptodome
XOR,weak_obfuscation_like,590848,128,XOR_like,REPEATING_KEY,0061-exe,exe,data/generated\XOR_like\001097.enc,001097,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,591124,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0061-exe,exe,data/generated\hybrid_Salsa20_RSA_like\001098.enc,001098,train,pycryptodome
none,not_encrypted,2072,0,not_encrypted,,0062-csv,csv,data/generated\not_encrypted\001099.enc,001099,train,pycryptodome
gzip,compressed_only,856,0,compressed_only,,0062-csv,csv,data/generated\compressed_only\001100.enc,001100,train,pycryptodome
Blowfish,block_padded_mode_like,2100,256,Blowfish_like,CBC,0062-csv,csv,data/generated\Blowfish_like\001101.enc,001101,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,2088,256,ChaCha20_Salsa20_like,,0062-csv,csv,data/generated\ChaCha20_Salsa20_like\001102.enc,001102,train,pycryptodome
XOR,weak_obfuscation_like,2072,128,XOR_like,REPEATING_KEY,0062-csv,csv,data/generated\XOR_like\001103.enc,001103,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,2356,256,hybrid_AES_RSA_like,CBC+OAEP,0062-csv,csv,data/generated\hybrid_AES_RSA_like\001104.enc,001104,train,pycryptodome
none,not_encrypted,102912,0,not_encrypted,,0062-doc,doc,data/generated\not_encrypted\001105.enc,001105,train,pycryptodome
gzip,compressed_only,23088,0,compressed_only,,0062-doc,doc,data/generated\compressed_only\001106.enc,001106,train,pycryptodome
